	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Slc46a2	   0.84419	  -0.61995	   0.74271	-0.0044383	   0.30853	   0.16667	   0.20426	   0.57791	   0.55273	   0.24396	   0.88765	   0.85847	 -0.010528	 -0.043514	 0.0010343	0.00038405	    1.4163	   -0.3275
Lyrm5	   0.1577	 0.045796	  0.83863	 -0.72849	  0.68601	-0.038236	 -0.21628	  0.11382	  0.49023	0.0089958	   1.0046	   0.4132	 -0.01465	 -0.31643	     0.27	 -0.26862	   1.5385	 -0.46492
Tekt2	  0.42507	 -0.36104	  0.31207	  -0.9625	  0.55764	  0.65339	  0.31569	 0.057241	 0.061429	  0.13361	  0.65248	 0.038617	  0.57076	 -0.14899	0.0079853	  -0.3583	   0.9465	 -0.32487
Ffar3	   0.54323	  -0.76812	   0.14839	  -0.61236	-0.0073034	   0.25789	    0.7071	   0.18606	   0.21578	    0.5565	   0.28055	    1.4302	  -0.17989	  0.005358	  -0.94983	   0.20725	    1.3681	  -0.64876
Gm19522	  0.7364	 0.31779	 0.83255	-0.83937	 -0.1032	  0.1231	 0.72939	 0.11875	 0.46002	0.075981	  0.7498	 0.90614	 -0.4656	-0.88711	-0.24466	 0.58372	  1.2997	-0.41091
Hyal3	 0.44567	 0.26647	 0.77214	-0.94557	 0.20267	 0.26506	 0.16705	0.037029	 0.57991	 0.88905	 0.82967	 0.78956	0.080473	-0.59374	 -1.0104	-0.20843	  1.7209	 -0.3866
Aff3	  0.57274	 0.016184	  0.16616	  0.28578	-0.022167	  0.16565	   0.8118	  0.33472	-0.063091	  -1.6849	 0.020256	 -0.28437	  0.35453	  0.61345	 0.053427	  0.15874	   1.1261	 0.054831
Ccdc109b	  0.11227	 -0.33479	-0.077322	  0.44627	   0.2504	  0.39087	  -0.4711	-0.070205	  -0.3947	  -1.8637	  0.19817	 -0.13628	  0.32561	0.0055094	  0.58361	 -0.10451	   1.5143	  0.10699
Cd226	 -0.26239	 -0.31801	 0.049206	  0.13497	 -0.53553	   0.1333	  0.03455	 -0.28924	 -0.53056	  -1.6952	  0.15782	  0.11465	 -0.45249	  0.77615	 -0.15175	 -0.10123	   1.7483	-0.058227
Isoc2b	  -0.2232	  0.47274	  0.20977	 0.034413	 0.017156	  0.93443	  -0.2553	 -0.14749	 -0.71791	  -1.0878	  0.42963	  -1.0114	-0.056372	 -0.27066	  0.41568	  0.83182	   1.6133	 -0.28789
Vnn3	 -0.96244	 0.041896	  0.36442	0.0048448	-0.083627	   1.0572	 -0.31219	 -0.17713	 -0.28584	 -0.17809	  0.42103	   -1.204	  0.14437	0.0049892	  0.14794	0.0009034	   1.0758	 -0.11476
Syngr1	  0.050427	   0.92952	  0.010832	  0.004432	  -0.14097	    1.3765	  -0.58036	   0.11381	   0.57492	  -0.61784	  -0.43967	  -0.76976	-0.0010887	 0.0023037	   0.41932	  0.074727	    1.5357	 0.0013429
Prss57	    0.65122	   0.079961	    0.57979	    0.11927	   -0.19187	    0.63913	   -0.48016	   -0.46208	   -0.19827	   -0.29928	     1.2451	    -0.7951	-0.00099331	  0.0021032	    0.11647	 0.00037152	    0.95678	   -0.50747
Rragb	    -0.4007	   -0.61009	    0.33871	   -0.43432	   -0.48575	   -0.19423	   -0.28624	   -0.13084	    0.31295	   -0.73619	     1.2679	   -0.36466	-0.00088208	   -0.43303	    0.30679	    0.26886	    0.94633	     -1.003
Scn2b	  0.045961	  -0.17469	   0.04652	  -0.86586	   -1.1663	   0.25164	  -0.38028	  -0.12852	  -0.86131	  -0.69044	    0.9997	  -0.73834	   0.12278	 0.0027576	  -0.10826	0.00048524	    1.4716	  -0.55298
Abcd3	 -0.30203	 0.070623	 -0.22462	  0.34722	 -0.12146	  0.10926	 -0.18372	 0.024923	 -0.27774	 -0.30834	 -0.66698	0.0017652	 -0.10336	  -1.0875	 -0.91673	 -0.81745	   2.5747	  0.43494
Hibadh	 -0.19425	-0.076771	  0.22662	  0.10631	 -0.56854	  0.18228	  0.01161	  0.32975	 -0.42588	  0.12698	 -0.18773	 -0.23181	 -0.37898	 -0.75701	 -0.45245	 -0.41167	   3.1312	  0.13976
Mrpl48	 -0.44624	  0.18925	-0.020377	  0.28469	-0.066533	  0.32197	 -0.20477	 0.041304	 -0.30894	 0.056552	 0.080082	 -0.37478	 -0.23512	 -0.85876	 -0.47741	 -0.69273	   2.9521	  0.51524
Cdk7	 -0.23032	 -0.24562	-0.037156	   0.1435	 -0.43559	 0.060528	  0.22789	  0.46162	 -0.22097	 -0.22062	 -0.88314	 0.083436	  -0.0358	 -0.71026	  0.28391	 -0.55419	   3.1195	 0.051243
Timm22	-0.036711	  0.60336	  0.24634	-0.011346	  0.11223	  0.43238	  0.49278	  0.16419	 0.080744	 -0.21287	 -0.28615	  -0.7171	-0.056002	 -0.95573	 -0.58998	 -0.20931	   3.2342	 0.091359
Aifm1	-0.41735	-0.48984	-0.44934	 0.40824	-0.28839	-0.04666	 0.10684	-0.26614	-0.23065	 0.12622	-0.85269	-0.37053	-0.12626	-0.57613	0.070918	-0.40383	  2.6463	-0.30277
Isyna1	  -0.28899	  -0.25269	  -0.51437	   0.42789	  -0.25805	  -0.34428	 -0.069128	  -0.28782	  -0.13693	  0.021936	  -0.69866	  -0.52444	  -0.17632	  -0.20558	  -0.43214	  -0.26237	    2.3815	0.00015714
Btbd8	  -0.24409	0.00077807	  -0.43681	   0.30283	  -0.41688	  -0.13771	  -0.14521	   -0.9034	  -0.37522	  -0.19434	  -0.90326	  -0.67401	   0.22204	  -0.18993	   0.20195	 -0.060829	    2.2056	  -0.22257
Cpsf3l	  -0.1295	 -0.37424	 -0.67868	  0.88745	 -0.15623	  0.14854	 -0.25071	 -0.27205	 -0.20819	 -0.33619	 -0.74054	 -0.75266	 -0.28776	 -0.23518	  0.29338	-0.094423	   2.8288	  0.65273
Apol7a	0.0038467	 0.022791	 -0.22374	 -0.24387	 -0.50717	  0.41093	 -0.29751	 -0.35774	 -0.43015	 -0.43588	 -0.19947	 -0.44661	  0.10543	  0.16962	 0.078038	 -0.91385	   2.7693	 -0.12702
Rgs10	  0.31816	  -0.0609	-0.032509	 -0.43768	 -0.25789	  0.25027	-0.092843	  0.13688	 -0.11956	 -0.40082	 -0.61224	 -0.31849	 -0.24012	 -0.21269	  0.15243	 -0.55862	   2.8134	-0.089503
Arhgap9	 0.069844	 0.013412	 -0.47369	  0.11339	 -0.32431	  0.18197	 -0.55038	-0.037585	 -0.38678	 -0.39622	 -0.44028	 -0.54235	  0.33542	 -0.19324	  -0.1492	 -0.28383	   2.6709	 -0.56008
Naaladl1	  0.79917	  0.22069	-0.020331	  0.10516	 -0.88083	  0.54823	 -0.36606	 -0.38212	 -0.20068	 -0.13895	 -0.59647	  -0.5782	0.0044965	  0.38158	 0.026223	 -0.19897	   2.6478	-0.054174
Mtf1	 0.16077	  0.1635	 0.10531	0.061102	-0.28005	-0.10006	-0.37503	-0.24592	 0.38497	0.032492	-0.11042	-0.75284	 0.41059	-0.15068	0.064545	-0.16066	  3.4249	 0.11686
Zfp710	-0.067095	  0.36923	  0.19755	  0.37966	 -0.13742	  0.16034	 -0.40739	 -0.21553	 -0.38254	 -0.53607	 -0.40619	 -0.71085	 -0.15987	-0.028526	  0.24413	 -0.67099	   3.3123	  0.40239
Fam53b	  -0.1767	  0.12149	   0.3697	    0.182	  0.13874	  0.14566	 -0.69076	 -0.86386	 -0.30468	 -0.96932	 -0.55793	 -0.97607	  0.73971	 -0.45803	  0.13758	-0.020346	   3.0056	  -0.2092
Pcnxl2	  0.15001	0.0046167	  0.11342	 -0.20011	-0.087533	 -0.10103	 -0.24065	 -0.67339	 -0.67038	 -0.43935	 -0.57076	 -0.59649	 -0.15086	 -0.39769	 0.067416	 -0.24561	   2.4711	 0.069551
Plod3	 -0.29967	  0.13614	-0.044631	 -0.26108	  0.31883	  0.13685	 -0.21164	 -0.69706	 -0.59911	 -0.46464	 -0.60442	 -0.36763	  0.19941	 -0.77524	-0.015262	  0.17752	   2.8786	  0.30615
Plekhj1	 -0.16139	-0.016737	  -0.3885	 -0.26396	 -0.10298	 -0.10056	 -0.28473	 -0.53219	 -0.85527	 -0.38946	  -1.0368	 -0.44299	  0.57062	 -0.96899	 -0.23464	 0.052221	   2.5336	 -0.13406
Rars2	 -0.14307	-0.060941	 -0.41048	 -0.33683	  0.42683	  0.01436	 -0.39767	 -0.57723	 -0.79625	 -0.40097	0.0097119	 -0.83804	  0.69275	 -0.37426	 -0.18519	 -0.32333	   3.2205	-0.035734
Plod1	  0.25554	  -0.0503	 -0.08775	   0.2285	  0.44098	 0.044955	  -1.1693	  -1.0419	 -0.61854	   -1.238	 -0.35418	 -0.89124	 0.040201	  -1.1114	 -0.47865	-0.056736	   2.9458	  0.31378
Pclo	-0.020718	  0.59465	  0.12251	-0.021158	 -0.31375	 -0.22926	 -0.33435	 -0.31429	 -0.38605	 -0.39493	 -0.38515	 -0.38712	  0.56486	 -0.57019	 -0.67061	 -0.37725	   2.6051	  0.46187
Prdm9	0.050614	 0.91926	-0.12582	-0.24273	 -1.0599	-0.50016	-0.45165	-0.38604	 -0.6407	-0.16123	-0.89131	-0.37452	 0.21128	 -0.3653	-0.83934	 0.18562	  2.7643	-0.16467
Acnat1	 -0.31955	-0.049442	0.0098454	 -0.40424	  -0.1529	 -0.33168	-0.044513	  0.12322	 -0.34837	  0.11826	 0.077844	  0.53888	  0.57281	  0.39879	  0.55443	0.0053618	   2.2011	0.0022099
Dlec1	   0.03216	 -0.037873	   0.48605	   -0.5154	-0.0016751	  -0.22722	  0.039303	   0.10624	  -0.32699	  -0.23014	   0.25208	   0.29638	   0.33906	  -0.22321	   0.61107	   0.47538	    2.2468	   0.14247
Akr1b7	 8.6806e-05	  -0.051881	 8.1013e-05	 3.4836e-05	-4.4531e-05	  -0.037003	  -0.095647	  -0.095542	  -0.095182	  -0.028205	    0.10585	  -0.095428	    0.18475	   -0.15521	    0.47249	    0.89161	     2.1019	    0.32316
Wdr27	-0.0037486	  0.053203	 0.0026048	   0.10263	   0.28173	  -0.40112	  0.032921	  0.091254	 -0.009512	 -0.011108	 -0.011954	 -0.013515	   0.26536	  -0.19391	  0.096805	   0.86716	    2.2866	   0.11853
Ccdc67	0.00013362	   0.03334	0.00010494	   0.02994	 -0.059798	 -0.025248	 -0.075939	 -0.075877	 -0.075526	 -0.075911	 -0.076346	 -0.075757	  0.060042	  -0.49654	   0.71437	    0.6081	    2.5638	  0.076174
Wisp3	  0.0017849	  0.0026595	    0.20302	    0.43992	-0.00082376	  -0.096939	  -0.060839	   -0.23485	   -0.23778	    0.24762	   -0.23234	   -0.23756	   -0.21815	   -0.49138	    0.31461	    0.65711	     2.3647	    0.20405
Nfs1	  -0.15263	  0.044957	  -0.25642	  -0.40624	   0.60203	-0.0042467	  -0.11459	   0.32368	 -0.081501	  -0.21023	  -0.25627	   0.21277	  0.058873	  -0.33877	   0.54353	   0.37614	    2.3858	  0.098402
Gm13498	 -0.29286	  0.25073	  0.16274	 -0.22605	-0.013837	  -0.1957	 -0.12387	 -0.52169	 -0.27328	 -0.04856	 -0.79445	 -0.27975	  0.51214	  0.27473	 0.065139	  0.16075	   2.0682	  0.15219
Pam16	-0.079893	-0.051001	-0.025587	 0.090234	0.0098106	 -0.12076	 -0.44304	 -0.35033	  0.15989	-0.084341	 -0.66257	-0.063552	  0.13433	 -0.13611	   0.3003	  0.30286	   2.1991	  0.46053
Ilvbl	 -0.12525	-0.086269	  0.24478	-0.096127	   0.5093	  0.38447	 -0.18986	  0.24679	 -0.49579	 -0.34608	  0.43035	 -0.19574	  0.24813	-0.036016	  0.91754	  0.64941	   2.1103	   0.5082
Nxt2	   0.23344	  -0.14723	  0.043628	  -0.29825	  -0.48722	   0.54118	   0.38838	   -0.2984	 -0.063007	   0.14953	   0.28852	-0.0052487	   0.47577	 -0.026152	 -0.020651	   0.51304	    1.9376	   0.38653
Cdh20	0.00039187	 0.0014113	0.00073787	8.4158e-05	-0.0001862	 0.0010166	  -0.27626	  -0.27574	  -0.27252	  -0.16089	  -0.27631	  -0.27481	  -0.22565	  -0.24641	  -0.31244	 0.0048662	    3.2446	   0.53943
Ddx56	 -0.14472	 -0.49578	  0.28366	 -0.23535	 -0.16409	 0.095843	 -0.53096	 -0.16698	 -0.17279	 0.052657	0.0026091	  0.24018	  -0.5742	 -0.18913	 0.020112	   0.3288	   3.2075	  0.48672
Commd1	0.0077325	  0.11055	  0.26911	-0.055755	 -0.10962	  0.58573	 -0.20125	  0.19842	 -0.27589	-0.099755	 -0.25126	-0.024578	 -0.50689	 -0.54029	  0.51964	  0.65165	   3.0298	  0.12408
Def6	  -0.32752	  0.029086	  0.076863	  0.097002	  -0.34412	 -0.044293	-0.0084584	   0.26934	  -0.21479	  -0.53261	   0.13658	 -0.083503	  -0.14409	  -0.20684	   0.45732	  -0.36681	    3.3099	   0.61411
Zfp92	    0.10056	 0.00013005	    0.22936	  -0.013506	-3.9003e-05	  -0.034503	  -0.041478	   0.018569	  -0.061282	  -0.061283	  -0.047383	  -0.061161	    0.13234	   -0.24248	     0.8662	   0.040011	     3.1522	    0.55902
Ganc	  0.40848	 -0.02691	 0.012145	-0.037581	  0.25551	  0.29173	  0.23794	-0.094723	-0.083535	 0.019856	  0.40124	 -0.13606	  0.33495	 -0.65243	 -0.32721	   0.2171	   2.9914	 0.063972
Tbce	-0.12191	-0.23821	 0.10651	-0.25383	-0.14683	0.012048	0.070865	 0.28321	-0.17254	 0.32898	 0.32537	0.046807	-0.14016	-0.49251	  0.2155	 0.27497	  2.6036	 0.22267
Zdhhc7	-0.051549	  0.25805	  0.15229	 -0.59324	-0.071972	  0.25653	-0.058308	    0.433	 -0.19518	   0.1399	  0.28651	 -0.69303	  0.19988	 -0.39806	 0.020106	  0.44774	    2.779	   0.1247
Commd6	 0.075607	 -0.01652	 -0.49576	 -0.33183	0.0075945	  0.16879	  0.12734	  0.41879	   0.2859	  0.28861	  0.22134	  0.15858	-0.015381	  0.25186	  0.08112	  0.46638	   2.8745	   1.0111
Acox1	  0.11135	  0.15945	  0.51417	  0.45934	-0.057248	 0.054143	  0.22951	   0.3209	  0.17979	  0.24856	 -0.13962	 0.016983	  -0.1389	  0.84002	   0.5182	  0.24763	   2.8153	-0.030732
Zfp609	 -0.31713	  0.20943	  0.51128	  0.49822	 -0.39375	 -0.15912	 0.096902	 0.010457	 0.033687	 0.011259	-0.090032	  0.10824	  0.11152	  0.76748	  0.76112	   0.3795	   2.5298	  0.35967
Sars	-0.070932	  0.35022	 0.065699	  0.51569	 0.058627	 -0.32213	 -0.25245	  0.37936	  0.35388	 -0.19696	 -0.18923	 -0.10111	  0.42359	  0.15571	  0.62257	  0.10879	   2.5063	  0.17866
Alg3	-0.053422	  0.14046	-0.080118	 -0.20862	  0.40472	 -0.09793	  0.34637	-0.016653	  0.10892	  0.13738	 -0.38046	 -0.27398	  0.15878	  0.54991	  0.83654	  0.50885	   2.4847	  0.35106
Trim11	  0.28731	 -0.14545	 0.092939	  0.52924	 -0.62566	 0.079262	-0.064512	  0.31188	  -0.2935	 0.086604	 -0.19646	  0.52274	  0.26535	 0.079995	  0.11607	  0.22147	   3.2715	   0.1939
Ublcp1	  0.48917	   0.1409	  -0.2875	  0.41767	 -0.17319	 -0.14821	-0.089977	 0.090458	 0.023123	 -0.11543	-0.059698	  0.18718	 -0.12164	  0.84587	 0.036454	  0.23797	   3.2575	  0.32798
Zfyve27	   0.2347	  0.22941	 -0.16001	  0.39392	-0.020071	 0.071434	-0.040273	  0.10974	 -0.53939	 -0.20441	 0.084172	  0.21799	 -0.21824	  0.80318	  0.22768	 -0.20012	   2.9564	  0.14588
Amdhd2	-0.37528	 0.48165	  0.3451	 0.23445	 0.81049	 0.52991	-0.15914	 0.12619	 0.23199	 0.15705	-0.29574	 -0.3205	  0.2793	-0.27433	-0.17864	-0.11693	  2.2609	-0.56419
Map2k2	    0.20519	  -0.017371	    0.68048	  -0.001038	    0.93431	    0.65222	  -0.060282	-0.00098954	    0.17314	    0.22601	  -0.072232	  -0.067524	    0.51469	   -0.56102	   -0.25876	  -0.077122	     2.3648	    -0.2279
Snrnp40	  0.05154	 -0.42232	  0.16631	  0.13271	  0.70372	   0.2308	 -0.11127	 -0.12443	 0.024746	  0.30579	-0.026716	  0.26812	   0.2434	 -0.44564	 -0.11108	 -0.22678	   2.7605	 -0.12454
Crat	  -0.1126	 0.035147	  0.40282	  0.12221	   0.7853	  0.14459	 -0.18329	 0.036056	-0.056509	  0.51233	-0.098264	 -0.54608	  0.49484	 -0.33195	 0.090428	  0.35703	   2.8387	  0.27894
Anks1	  0.33107	 -0.21341	  0.27562	  0.36782	  0.57222	-0.081259	 -0.22166	 -0.61851	 -0.36296	 -0.25337	-0.020982	-0.082885	 -0.16379	 0.058574	 -0.07161	-0.060714	    3.115	 -0.16735
Anpep	   0.22313	   0.18451	   0.32624	   0.43672	   0.31518	   0.60609	 -0.039323	-0.0002295	  -0.27451	   -0.1396	  0.090258	 -0.020095	 0.0073657	   0.35135	   0.11694	  0.030327	    3.1274	 -0.089172
Nmt1	  0.48254	0.0085248	  0.26591	  0.47482	  0.33373	  0.15016	-0.075304	 -0.13719	 -0.36796	 0.046004	 -0.25272	 -0.14148	  0.14836	   0.2026	 -0.13229	 0.046743	   3.2709	 -0.17382
Ctsz	  0.62784	 -0.08822	0.0073547	  0.27564	   0.5095	  0.26898	 -0.10291	-0.094872	-0.093987	-0.083479	-0.037056	 -0.29737	-0.042822	 -0.22806	 0.081711	  0.27173	   2.8929	 0.072954
Myo1c	-0.064653	-0.045401	-0.038375	 0.017662	  0.32108	  0.17479	 -0.33025	 -0.22186	 -0.11144	 -0.29448	  0.20114	-0.034068	  0.33829	  0.23234	  0.10267	 0.091128	   3.0406	  0.11756
Ndufa3	 -0.13529	  0.19603	 0.079282	  0.18543	  0.19227	   0.5356	 0.065373	  0.27022	0.0079941	 -0.14322	 -0.44775	 -0.37248	  0.12709	  0.22661	 0.056601	 -0.07906	   3.3854	 -0.27477
Deaf1	 -0.14676	 0.037452	  0.61559	  0.17694	 -0.18954	  0.15554	  -0.3987	 -0.19316	 -0.12346	0.0073219	 -0.55736	 -0.66772	 0.064472	  0.15867	 0.010163	 -0.15553	   2.8154	-0.017709
Mrrf	 -0.14296	  0.34073	  0.33596	 0.071887	   0.1926	-0.058828	 -0.23531	  -0.1952	 -0.70765	-0.044138	 -0.85932	 -0.47116	 -0.31849	-0.037308	 -0.16976	 -0.22078	   2.7718	 -0.27747
Nfatc2ip	 0.052705	-0.086726	  0.59941	  0.37764	  0.67406	  0.15371	 -0.38486	 -0.60241	 -0.15824	-0.044041	 -0.79104	 -0.12441	  -0.4595	  0.41892	 -0.16173	 -0.19585	   2.8808	 0.043645
Tbc1d10b	-0.029564	  -0.2486	 -0.12023	  0.48999	  0.73393	 0.010751	 -0.46504	 -0.26014	  -0.6507	 -0.59311	 -0.44848	 -0.68969	 0.025409	  0.40556	  0.46262	 -0.13514	   2.7304	 0.095715
Twf2	-0.080196	-0.067556	  0.24742	  0.45344	  0.67715	  0.25227	 -0.51882	 -0.62165	 -0.57101	 -0.30774	 -0.43202	 -0.67324	 -0.24325	 -0.11661	  0.33966	-0.068054	   2.9012	 0.013611
Commd7	 -0.36946	  0.43495	  0.08919	  0.46447	  0.29972	  0.27488	  -0.3166	  0.16968	 -0.42511	 -0.31218	  -0.6167	 -0.33483	  0.65269	  0.11779	 -0.33933	 -0.18526	   2.4789	-0.046904
Rundc3a	  -0.4187	-0.074581	 -0.31878	  0.33629	   0.4894	  0.42827	 -0.23818	  0.37662	 -0.24273	  -0.1528	 -0.49592	-0.055806	-0.029928	-0.073121	 -0.25353	 -0.24209	   2.3377	  0.41905
Stra13	 -0.25372	 -0.17968	   0.1031	  0.50222	  0.36052	  0.19096	-0.080169	  0.15613	 0.079607	-0.027922	 -0.67769	 0.033657	  0.11549	   0.2202	  0.29608	 0.021658	   2.5309	  0.24655
Aptx	   0.1838	 -0.12882	  0.36396	  0.84144	  0.21592	  -0.1838	  0.29568	 -0.24939	 -0.46746	-0.025406	  0.87358	 -0.58856	 -0.14544	-0.061491	  0.18893	-0.073052	   2.8223	  0.10104
Mastl	0.0084083	 -0.52433	-0.013377	  0.50347	  0.14788	 -0.48455	  0.05674	 -0.22398	 -0.70947	 0.070528	 -0.16021	 -0.25897	  0.10141	 -0.18416	  0.26911	 -0.48252	   2.7628	 0.013488
Tmem209	 -0.15334	 -0.13937	 -0.07826	  0.49089	 -0.24024	-0.017622	 0.064835	 -0.75565	 -0.59295	  0.18456	-0.040725	 -0.27861	  -0.3139	 0.048867	0.0012242	 -0.12913	     2.94	 0.093935
Fgf23	 -0.067161	   0.17824	   0.45785	  -0.13705	   0.51385	  -0.57505	  -0.15143	  -0.30269	  0.098684	    -0.307	  -0.31308	  -0.28672	 -0.049467	 -0.033621	  0.079957	0.00037023	    1.7982	  -0.33775
Prkd1	 0.002382	  0.21037	  0.18598	 -0.17116	  0.92767	 -0.52721	-0.045879	-0.081021	-0.033458	  0.17453	 -0.10201	 0.063759	-0.009193	 -0.06416	  0.75483	-0.065711	   2.1109	 -0.54828
Rorb	 -0.52713	  0.19071	    0.251	 0.025649	  0.26111	  -0.6583	 -0.29609	 -0.23668	 0.041169	 -0.25275	 -0.31155	 -0.49964	-0.013117	  0.31019	  0.79182	 0.053873	    2.603	 -0.53023
Plxna4	 -0.22885	  0.69218	  0.10453	 -0.15198	  0.27417	 -0.30764	-0.021987	 -0.56444	-0.060981	 -0.62375	 -0.96143	    0.155	   0.2888	  0.25387	  0.51722	 -0.44809	   2.4311	 -0.52779
Snora44	-0.057033	 -0.11731	 -0.30559	 -0.40443	  0.21911	 -0.45881	 -0.47489	 -0.13161	 -0.37274	 0.084567	 0.021948	 -0.39028	 0.054371	 -0.38044	  0.18005	  -0.1762	   2.5548	 -0.90351
Wfikkn1	 -0.34016	  -0.3774	-0.096698	 -0.31654	  0.34434	 -0.26064	 -0.29713	  0.14336	 -0.44452	  0.42891	  0.59687	 -0.62092	 -0.13492	  0.45028	  0.70121	  -0.1705	   2.5312	 -0.50282
Dkc1	-0.47418	-0.85715	 0.37665	 0.03112	-0.78197	-0.52996	0.060432	-0.11349	-0.41234	0.066897	-0.59939	-0.33843	 0.38137	  0.1935	0.083459	 0.36945	  2.8834	0.050626
Orc6	0.00063996	   -0.7164	   0.32661	  0.012527	  -0.20333	 -0.098945	  -0.14663	  0.041579	  -0.72444	  -0.13808	  -0.35958	   -0.2665	 -0.047855	  -0.20406	 -0.021365	  0.052433	    3.1507	  -0.42898
Rpp30	 -0.79602	  -0.4021	  0.40426	-0.072241	 -0.31967	  0.28114	   0.1477	  -0.3047	 -0.24203	-0.014582	  0.19455	 -0.28483	  0.58735	  0.23359	 -0.13502	  0.26993	   2.6891	 -0.32647
Mthfd1	 -0.27574	 -0.37916	  0.18397	 -0.11867	  -1.0156	  0.12303	  0.11385	 -0.12018	 -0.50014	 -0.19332	 -0.48988	-0.046222	  0.16785	   1.0283	 0.045048	  0.35438	    3.428	-0.099233
Fbxo45	 -0.36926	 -0.13112	 -0.21654	 -0.29987	 -0.20242	-0.080336	  0.44599	  0.26907	 -0.13852	   -0.308	 -0.17033	 -0.28703	  0.69213	 -0.46052	 -0.21495	-0.033621	   2.9298	  0.12238
Tmtc3	-0.49234	-0.37108	 0.10964	 -0.6504	-0.12159	-0.67745	 0.24982	0.097437	-0.50299	-0.56048	 0.16556	-0.18109	 0.34793	-0.51322	 0.22141	 0.14615	   3.052	 0.44211
Hars2	 -0.82229	-0.079106	  0.14812	 -0.28197	 -0.39909	 -0.45163	 -0.69727	-0.081737	 -0.49311	 -0.69884	 -0.62666	-0.057138	  0.11659	 -0.25577	  0.14727	  -0.0852	   2.7491	 -0.13949
Wdr3	 -0.49766	 -0.49378	-0.029434	 -0.47295	 -0.37382	  -0.3762	 -0.45437	 -0.23027	 -0.18833	 -0.58566	 0.073923	 -0.26967	   0.2427	  -0.5165	   0.5133	 -0.28888	   2.9252	-0.085377
Itpripl1	 -0.56702	 -0.35899	 -0.52725	-0.089039	  -0.6194	-0.083374	 -0.35081	 -0.07473	 -0.32917	  -0.6238	 -0.55944	 -0.13003	  0.78415	  -0.0522	 -0.46492	  -0.3476	   3.0079	0.0064035
Abcg3	 -0.10008	 -0.23947	-0.022559	 -0.53778	 0.045455	 0.026946	 -0.55756	  -0.2312	 -0.53213	  -0.3335	   -0.293	 -0.37636	 -0.41228	  -1.1995	 -0.19007	 -0.69465	   2.0328	 -0.44132
Anxa1	 -0.29708	 -0.54854	 -0.29125	 -0.67441	-0.054552	-0.050804	 0.060712	 -0.19888	 -0.11059	 -0.18168	 -0.38347	 0.057066	 0.013266	 -0.57416	 -0.24336	 -0.64993	   2.0272	 -0.23774
F11r	 0.34964	-0.64256	-0.75561	-0.38378	0.044618	-0.01695	-0.16144	0.044775	-0.05719	0.080519	-0.84816	-0.16437	-0.49135	-0.34724	0.068217	-0.58786	   2.147	-0.71906
Igsf23	 0.20527	 -0.5519	 0.40563	-0.27124	 0.22015	 -0.4216	-0.39691	-0.27388	 -0.6492	-0.10713	-0.67657	 0.40475	 0.30193	-0.25438	 0.17544	-0.29571	   2.369	-0.55798
Spc25	0.0085847	  -1.0125	  0.30025	 -0.53356	 -0.20526	 -0.69588	  0.14801	  0.21754	  0.24803	 -0.18232	 -0.95379	 -0.17414	   0.1321	 -0.72291	 0.069358	 -0.21768	   1.5909	 -0.78453
Aldh3b1	 -0.55462	 -0.25466	 -0.33454	 -0.82053	  0.19976	 0.018489	-0.095549	 -0.34501	  0.36322	  0.46201	 -0.35858	 -0.15897	 0.066459	-0.084658	  0.18353	0.0004166	   2.1433	  0.27334
Cflar	  -0.14135	  -0.18974	  -0.25692	  -0.73673	 -0.022935	  -0.16751	   0.13879	-0.0041224	   0.38651	   0.19465	   0.18474	   0.12499	   0.12301	  -0.25126	    0.5817	  -0.40313	    2.0584	    0.5825
Pign	-0.16282	-0.33675	-0.14923	-0.91572	-0.31796	-0.28745	 0.41272	 0.26337	0.028083	 0.20739	-0.17254	-0.05651	 0.25312	-0.19685	 0.52014	-0.27345	  2.3306	 0.37284
Gmcl1	-0.043482	 0.028055	    -0.33	 -0.90531	  -1.0252	 -0.37268	  0.15415	0.0065633	  0.10397	   0.1146	 -0.43187	 -0.14155	-0.041016	  0.38307	 0.064455	  0.12372	   2.1821	 -0.37724
Il22ra1	 0.0072645	 -0.047512	  -0.15689	  -0.56432	    -1.152	  -0.44214	 -0.037975	   0.21056	  -0.21328	  0.069519	  -0.27174	 -0.080165	 -0.025839	  0.024315	  0.092721	  -0.12112	    2.5675	8.8254e-05
Itpripl2	-0.097776	-0.027666	 -0.40856	 -0.43054	 -0.22946	 -0.27862	 -0.19897	-0.039263	 -0.29047	 -0.15922	 -0.23638	 -0.24476	 -0.17784	0.0042255	  0.47843	 -0.62283	   2.2087	  0.31638
