	CCR6-ILC3_SI_1	CCR6-ILC3_SI_2	CCR6-ILC3_SI_3	CCR6-ILC3_LI_1	CCR6-ILC3_LI_citro_2	CCR6-ILC3_LI_citro	CCR6+ILC3s_SI_1	CCR6+ILC3s_SI_2	CCR6+ILC3s_SI_3	CCR6+ILC3s_LI_1	CCR6+ILC3s_SI_Citro_2	ILC1_SI_3	ILC1_SI_4	NK_SI_3	NK_SI_4	ILC2_SI_1	ILC2_SI_2	ILC2_LI_1	ILC2_LI_2	ILC2_LI_citro_2	NKcells_LI_citro	NKcells_SI_SS
Stat6	 0.55217	  -0.213	  2.3944	-0.15054	 0.62011	 -1.0572	 0.66742	  0.5187	  2.5126	  -0.142	 0.21093	-0.43337	 0.25038	-0.41398	-0.62724	-0.36119	 -1.6537	-0.86895	 0.22393	 -1.1639	-0.63795	-0.22766
Zfp59	 0.14641	 0.45827	  1.8405	-0.20635	 -0.5989	-0.37097	 0.96883	 0.14412	  2.4856	0.098894	 0.96143	 0.30166	 0.36764	-0.70791	-0.68048	 -0.1155	 -1.4347	 -1.7334	-0.32066	 0.47798	-0.99642	  -1.086
Mcc	 -0.54674	   1.4829	   1.4035	  -1.0155	  -0.4983	 -0.55937	  0.54534	   1.3206	   2.2457	  0.80413	-0.011312	  -1.0851	  0.13744	  0.58421	 -0.80709	  -1.6983	 0.028419	 -0.17122	 0.028319	  -1.1873	 -0.18808	  -0.8121
Phldb1	-0.44359	  1.4411	  1.7279	 -1.0742	 0.31468	 0.47132	-0.17265	 0.89422	  2.0867	 0.16763	 0.88828	-0.84435	 0.52399	 0.25918	-0.26048	-0.65143	-0.86088	-0.40641	-0.19345	-0.57287	 -1.5512	 -1.7436
Chn1	   1.9123	    1.251	   1.9353	 -0.87605	 -0.87605	  0.83375	  0.51716	  0.21865	  0.70055	   1.1995	 -0.87605	 -0.87605	 -0.87605	 -0.87605	  0.55441	 -0.87605	 -0.87605	 -0.87605	  0.58191	 -0.87605	-0.068056	 -0.87605
3300005D01Rik	  0.47072	  0.20294	 -0.84372	  0.51756	  0.28265	    1.182	  0.29884	  0.70698	   2.9647	   1.4716	 -0.84372	 -0.84372	 -0.84372	 -0.12308	 -0.84372	 -0.84372	 -0.84372	 -0.84372	-0.090908	 -0.84372	  0.55311	 -0.84372
Atoh8	 0.99014	   1.958	 -1.1298	 0.81165	-0.59273	  1.6709	 0.36993	 0.52494	   1.208	  1.1983	-0.15037	 -1.1298	 -1.1298	-0.11677	 -1.1298	 -1.1298	 -1.1298	 -1.1298	-0.26204	 0.11723	 0.14421	0.037296
Shc4	 -0.20252	   1.2607	  -1.0153	  -1.0153	   1.2566	   1.3403	   0.7471	  -0.3313	   1.5349	   2.0165	  -1.0153	  -1.0153	  -1.0153	 -0.39014	0.0031949	  -1.0153	  -1.0153	  0.25724	  0.41569	 -0.24204	  0.45595	  -1.0153
Zfp521	 0.085674	   1.7886	  -1.2625	 -0.66781	-0.039486	-0.098776	   1.2094	   1.0293	   1.5715	   1.7847	 -0.55909	 -0.87761	 -0.47507	 -0.68504	 -0.82135	  -1.5225	 -0.92259	  0.48993	  0.74469	  0.25182	 0.017952	  -1.0419
Tbc1d24	-0.052631	   1.5843	 -0.72188	  -0.1725	 -0.19662	   0.4704	    1.992	  0.51373	    0.144	   1.8824	   1.0866	  -2.0815	 -0.63952	  -1.2643	 -0.40182	 -0.48274	  -1.1543	 0.078096	  0.46517	 -0.51968	  -0.2687	 -0.26059
Zbtb7c	  1.1912	  1.9869	-0.69771	 0.13741	-0.15073	 0.29123	  1.0046	  1.3051	 0.72042	   1.191	 0.28681	 -1.3587	 -1.3587	 -1.3587	-0.87691	-0.87714	-0.55379	 0.21888	  1.0831	 -0.7324	-0.50993	-0.94193
Apba1	 -0.72738	   0.2096	  -1.1763	 -0.24868	 -0.51229	   1.3047	   2.0681	   1.4081	  0.46828	   2.0295	  -0.2812	 -0.56738	 0.011213	  -1.2177	  -1.8129	 -0.35644	-0.084976	 -0.26853	 0.069686	  0.56525	-0.034232	 -0.84646
Sdc2	-0.28383	 0.81181	-0.95906	0.082454	 -1.0207	-0.56466	  1.3399	  1.4569	  2.2215	  1.4225	 0.17693	 -1.1985	 0.50322	 -1.9042	-0.82229	-0.16615	0.074177	-0.82393	-0.24623	-0.11569	 0.38727	-0.37131
5730435O14Rik	  1.0326	-0.70315	  1.6494	   1.604	-0.70315	  2.0954	 0.24266	 0.41636	  1.8875	-0.70315	 0.15604	-0.70315	-0.70315	-0.70315	-0.70315	-0.70315	-0.70315	-0.70315	0.057009	-0.70315	-0.70315	-0.70315
Col9a3	 -0.14179	 -0.52496	   1.4157	   1.5992	  -0.1609	  0.78393	   1.3247	  -0.2461	   1.5641	   0.7188	  0.63116	 -0.10108	  -1.4862	 0.097961	  -1.4862	 -0.85862	  -1.4862	  0.64812	 -0.51355	-0.088444	 -0.20336	  -1.4862
Enkur	-0.079453	  0.47342	  0.50004	  0.64814	 -0.77717	  0.76439	   0.7931	  0.75197	   1.5059	-0.089388	   1.3414	-0.018374	  -1.7481	 -0.50365	   -1.263	  -1.2639	   -1.419	  0.47579	  0.96639	  0.68675	  0.12002	  -1.8653
Mir6979	-0.25949	-0.29468	  1.1743	 0.26658	-0.37732	  2.3259	 0.80613	 0.70234	  1.0293	 0.77952	 0.29722	 0.98419	 -1.1359	 0.53467	-0.52024	 -1.4481	 -2.0204	-0.80706	-0.57965	-0.89675	-0.24847	-0.31206
Prkab2	-0.00059531	    0.14472	     1.0983	     1.0181	   -0.19027	     1.5033	    0.75612	   -0.27594	     1.0523	   -0.76418	     1.1253	 0.00077267	   -0.84669	    0.49046	   -0.42338	    -2.8916	    -1.6825	    0.52594	  0.0067481	   0.014813	   -0.25956	   -0.40218
Lamp1	 0.58212	 0.93187	 0.55286	-0.19682	-0.50467	 -1.7059	  1.5486	  1.9908	  1.0671	  1.2235	 0.39701	 -1.4837	 -1.4701	-0.58911	-0.28025	0.059106	  0.1794	 0.19499	-0.30026	-0.11915	 -0.9901	 -1.0873
Phpt1	 0.11981	 0.51632	 -1.2537	  1.0671	 0.30544	 -1.2759	  1.0653	  1.5192	  1.0733	  1.6134	 0.76699	-0.95953	  -1.714	-0.46062	 -0.2073	-0.33095	-0.25886	 0.95111	-0.42618	 0.30215	  -1.453	-0.96016
Vps72	  1.5835	 0.67781	 0.75443	-0.33311	 0.56914	 -2.6089	 0.76432	  1.4497	 0.92938	 0.43251	 0.50004	 -1.1041	-0.23198	-0.96869	-0.65853	 0.16794	 -0.6546	 0.48745	 -1.0187	 0.10101	 -1.2846	 0.44601
Rab20	 0.84675	 0.43852	 0.81501	-0.29892	 0.89119	-0.85295	   1.486	 0.78646	  1.8228	0.078034	-0.75552	-0.89947	 -2.3962	  0.3819	 0.05349	0.014258	 0.52639	 -0.3987	-0.64193	-0.96376	   -1.51	 0.57667
Zfp523	  0.4602	  1.0813	 0.37802	 0.43976	 0.71617	-0.61724	  1.9487	  2.1994	  1.0327	-0.06409	-0.42381	 0.51449	 -1.2992	-0.37567	 -0.5086	-0.47868	-0.43089	 -0.6452	-0.57759	 -1.3535	 -1.7604	 -0.2358
Abhd16b	 0.058198	   -1.067	  0.62541	  0.34845	  -0.5059	0.0038344	  0.67213	  0.77195	  0.72139	   3.3645	   1.0147	   -1.067	   -1.067	 -0.45012	  -0.2429	 -0.48204	   -1.067	 -0.03496	  -0.1604	 -0.30397	   -1.067	-0.065237
Adam1a	-0.16338	 -2.0369	-0.41426	 0.31999	 0.62956	-0.17639	-0.33052	 0.47556	 0.62944	  2.2213	  1.3323	 -1.0862	   1.066	0.061936	 0.17537	 -1.1881	 -1.3146	-0.74284	  0.9625	 0.83531	-0.96499	-0.29098
Gpa33	 -0.55469	  -1.3399	  -1.3399	   1.3058	 -0.79055	  0.12229	  0.82791	   0.8236	  -1.3399	   2.7252	   1.2113	   0.3075	 -0.52103	   0.1057	  0.40731	 -0.53347	  -1.3399	 0.070634	-0.097308	-0.064393	 -0.16925	  0.18295
Sac3d1	 0.14299	-0.10934	 -2.2372	   1.235	 0.46117	-0.33972	 0.19101	-0.15588	 -1.2741	  2.3085	  1.0122	-0.70434	-0.10661	   1.538	 0.63711	-0.57388	 -1.0628	 -1.0076	 0.41235	-0.33898	 0.11372	-0.14145
Myo5c	 -0.30984	 -0.78028	  -1.3936	   1.1187	 -0.85318	-0.043402	 0.023333	  0.37765	 -0.44626	   2.0868	   1.8934	  -1.3936	 -0.26414	 -0.37421	 -0.15419	 -0.28102	 -0.44474	  -1.3936	   0.3027	   1.7732	 -0.11159	  0.66792
Tmem45b	-0.093026	  -1.1756	  -1.1756	   1.6095	  0.30207	 0.074304	 -0.40129	-0.006919	 -0.22763	   2.3326	   1.1992	 -0.65636	  -1.1756	 -0.68721	   1.1787	 -0.15738	  -1.1756	  -1.1756	  0.36927	   1.3386	 -0.22898	-0.067681
Ankrd35	-0.27717	 0.15934	-0.41428	  0.7621	 0.60401	  1.8034	   2.019	 0.82133	 0.27509	  1.4486	  1.3892	-0.41815	 -1.0507	 -1.0507	-0.48624	-0.48652	 -1.0507	 -1.0507	-0.42918	 -1.0507	-0.46616	 -1.0507
Gtf2ird1	 -0.28887	 0.029327	  -1.5812	   0.3124	   0.3807	   1.2713	   1.2467	   1.1302	  0.43663	   2.1413	   1.5343	 -0.97379	  -1.0305	  -1.5812	 0.091426	 -0.25661	 -0.48339	-0.070352	 -0.35681	  -1.0788	 -0.21305	 -0.65973
Dmrt3	  0.1359	-0.25677	-0.84361	 0.46207	  1.0798	 0.55574	  1.8351	  1.2484	 0.78262	  1.8048	  1.6132	-0.84361	-0.84361	-0.84361	-0.84361	-0.84361	-0.84361	-0.84361	-0.84361	-0.84361	0.018774	-0.84361
Tmprss3	 0.47196	-0.64816	-0.86666	  0.8366	 0.69728	 0.63525	  1.6849	  1.0938	 0.69157	  1.5066	  1.6665	 -1.2004	 -1.2004	 -1.2004	 -1.2004	 0.10868	-0.59379	-0.67841	-0.48618	-0.36107	 0.24335	 -1.2004
Ip6k3	 0.14435	-0.81983	-0.81983	 0.93987	0.033528	 0.62143	  1.7684	 0.51033	 0.99955	  2.5079	  1.1852	-0.81983	-0.81983	-0.15179	-0.81983	-0.81983	-0.81983	-0.81983	-0.81983	-0.81983	 0.45929	-0.81983
Arnt2	-0.56769	  -0.694	-0.88103	  1.2239	  1.2365	   1.015	 0.82946	 0.59004	 0.30335	  2.1348	  1.6895	-0.79843	-0.64065	-0.75571	 -1.0885	-0.90458	-0.71138	-0.69365	-0.47486	 -1.0885	 0.75657	-0.48012
Fgf11	  0.054176	-0.0095098	  -0.40429	    1.3069	   0.19075	   0.85366	   0.94555	   0.45032	 -0.027531	    2.8172	    1.1874	   -1.1874	  -0.32682	  -0.66687	  -0.69355	   -1.1874	   -1.1874	  -0.56745	  -0.64363	   -1.1874	   0.62518	  -0.34213
Dgkd	  -0.91357	  -0.32566	    -1.183	    1.2971	   0.76444	  0.022813	    0.9326	    1.3476	-0.0016176	    2.2327	    1.4768	  -0.61501	   -0.4464	  -0.12388	  -0.53455	   -1.4366	  -0.66837	  -0.80567	   -1.0229	  -0.52153	   0.98578	   -0.4611
F13a1	 0.41307	 -1.0486	 -1.0486	 0.39083	 0.96752	  1.3524	 0.81195	 0.66232	-0.46062	  2.2603	  1.8189	 -1.0486	 -1.0486	-0.15931	-0.35615	 -1.0486	 -1.0486	-0.18143	-0.12038	-0.40746	 0.34827	 -1.0486
Fam179a	  -0.23709	  -0.80821	  -0.80821	     1.226	    1.1337	    1.3139	-0.0040525	   0.35105	  -0.80821	    2.1923	    2.1407	  -0.15043	  -0.80821	  -0.18952	  -0.22124	  -0.80821	  -0.80821	  -0.80821	  -0.80821	  -0.80821	    0.5267	  -0.80821
Clec2l	 0.17906	-0.66135	-0.66135	  1.3224	 0.26129	 0.22969	 0.17884	0.047507	0.073272	  2.6356	  2.5855	-0.66135	-0.66135	-0.66135	-0.66135	-0.66135	-0.66135	-0.66135	-0.66135	-0.66135	   0.423	-0.66135
Slc7a14	 -0.22431	 -0.82937	  0.15676	   1.6627	  0.81269	  0.55437	  0.50176	 -0.11222	-0.085839	     2.51	   2.0904	 -0.82937	 -0.82937	 -0.82937	 -0.82937	 -0.82937	 -0.82937	 -0.82937	 -0.14465	 -0.82937	 -0.18539	-0.071911
Nsl1	 -0.16367	 -0.68244	  0.23595	   1.2352	  0.49739	  0.73002	 0.006292	-0.027852	   0.4408	    2.993	    1.677	  -1.2655	  -1.1859	  -1.0254	 -0.96799	 -0.32001	 -0.22266	 -0.22256	 -0.58063	 -0.24535	 -0.15709	 -0.74857
Erbb2	 -0.41157	 -0.14258	  -1.8234	   1.2364	  0.88157	  0.52404	  0.88594	  0.80285	  0.75611	    1.207	   1.9055	  -1.3939	 -0.96837	 -0.85634	  -1.8234	 -0.41807	-0.082005	-0.056102	  0.30976	-0.098215	  0.27865	 -0.71382
Plxnb2	 -1.1405	-0.18781	 -2.0026	  1.0196	  1.1157	 0.44918	 0.72729	  0.7922	 0.17572	  1.8252	  1.6353	 -0.6148	 0.66126	 -1.5392	-0.77021	-0.80341	-0.42856	 0.11949	 0.29502	-0.74949	 0.22862	-0.80789
Ss18l1	-0.46806	-0.15685	 -1.1495	  1.0436	  1.3014	-0.59794	 0.15718	 0.75626	 0.49241	  2.4971	  1.7229	-0.64419	0.062923	-0.76985	 -1.9461	-0.53992	0.020656	 0.20989	-0.36698	-0.28342	 -0.7023	 -0.6393
Irak1bp1	 0.56005	 0.13153	 -1.6076	  0.6625	 0.20385	-0.56084	 0.94011	  1.8012	 0.44443	  1.7973	  1.7274	 -1.0906	 0.25363	 -1.2812	 -1.2015	 0.12099	  -0.681	-0.19536	-0.17627	-0.92424	0.077238	 -1.0018
Mrpl38	 0.16982	-0.89998	-0.30411	-0.28541	 0.52113	 0.10723	  1.6347	 0.48953	 0.30523	  2.3381	  2.2384	 -1.2325	 0.16881	 -1.4253	-0.89056	 0.17178	-0.68152	-0.71619	-0.26691	-0.70276	-0.32132	-0.41822
Sort1	  -0.23869	  -0.28806	  -0.92169	   0.54493	-0.0073324	   0.19108	    1.1999	    1.7485	   0.65029	     1.847	    1.7311	   0.49273	   -1.0411	  -0.10648	   -1.3792	    -1.006	 -0.071202	  -0.92496	  -0.21171	  -0.12114	   -0.3377	   -1.7502
Tmem51	 -0.84044	   0.2347	  -1.8089	-0.092196	   1.0842	  0.18118	   1.1031	  0.81184	   0.2417	   2.2434	   2.1295	 -0.19973	  -1.4179	 0.037698	 -0.24006	 -0.17092	 -0.63006	 -0.42793	 -0.36319	 -0.37957	 -0.48996	  -1.0064
Zfhx3	 -1.0081	-0.68784	 -1.8977	 0.72147	 0.13606	 0.98824	  1.1583	 0.96063	 0.53302	  1.8128	  1.4724	-0.82046	 -1.8104	 0.56605	 0.36409	-0.28253	-0.13798	-0.22807	 0.11174	-0.28504	-0.41303	 -1.2537
Arhgef26	 -0.71107	  -0.2135	-0.025256	 -0.43815	 -0.24774	  0.82023	  0.85217	  0.75751	  0.76124	   2.4956	   1.9737	  0.48011	  0.27284	  0.07929	 -0.69182	  -1.2285	  -1.1331	  -1.2608	 -0.30038	  -1.3693	 -0.43514	 -0.43791
Fstl4	 -0.38473	 -0.33363	 -0.81685	 -0.36894	  0.12054	  0.65364	-0.074655	-0.096661	 0.091804	   2.9494	   2.6891	 0.035997	-0.042903	 -0.81685	 -0.19149	 -0.37295	 -0.81685	  0.13604	 -0.81685	 -0.81685	 0.090512	 -0.81685
Rab32	 -0.71645	  -1.2258	-0.035278	   1.2654	  0.14434	  0.63117	   1.2035	   1.0627	  0.76853	   2.1175	   1.2093	  -1.8407	 -0.68884	 -0.51012	 -0.22092	 -0.46349	   0.2488	-0.038708	  -1.6285	-0.066151	 -0.63759	 -0.57876
Rogdi	  -0.13979	   0.43903	  -0.56759	   0.91725	   0.61495	    1.2915	   0.72254	   0.75795	    0.8613	    1.1164	    1.5366	   -1.8672	   -1.1042	  -0.95998	   -1.5093	  0.056012	   0.92728	  -0.59505	    -1.621	  -0.48245	  -0.38638	-0.0078542
Rab27a	  0.41997	  0.11094	  -1.0571	-0.073655	   1.3273	  0.38303	  0.68308	  0.89824	  0.22448	     1.66	   1.8525	 -0.41049	 -0.61111	  -1.1646	 -0.82524	  -1.3348	  -1.5362	 -0.44724	  -1.4475	 -0.17473	   0.5846	  0.93845
Ttc12	 -0.32658	 -0.36462	  0.24317	 -0.28095	  0.92029	   1.5002	  0.40009	 -0.52849	  0.53239	    1.486	   2.0142	 -0.22934	  -1.6463	  -1.1268	-0.075993	  -1.1537	 -0.63636	  0.12053	 -0.57752	  -1.6463	   1.3035	 0.072464
Naprt1	 0.75512	-0.72696	-0.91236	-0.26242	-0.19537	  -1.006	  1.1481	  1.8902	 -1.3854	  1.6692	  1.7424	 -1.0245	 -1.3188	 -1.0535	-0.45079	 0.26166	 0.26286	 0.45807	-0.54417	-0.28726	 0.55626	  0.4237
Slc34a3	  -0.7231	  -0.7231	  -0.7231	  -0.1859	  0.40115	  0.46212	   1.7787	   2.3156	  -0.7231	   1.2715	   2.1588	  -0.7231	  -0.7231	  -0.7231	  -0.7231	 0.026552	  -0.7231	  -0.7231	  -0.7231	-0.028658	  -0.1715	-0.074304
Fam3c	 -0.48749	 -0.42685	  -1.6977	 -0.14241	  0.43223	  -0.5854	  0.60366	   1.4994	   1.3207	   1.4949	   2.0309	 -0.92246	 -0.50056	 -0.47756	  -1.2548	  0.49361	   1.0764	 -0.63007	 -0.90368	 -0.94741	 0.096934	-0.072362
Pmaip1	 -1.2494	-0.47555	 -1.8462	 0.65363	-0.24837	 0.78289	 0.42894	  1.5279	  1.5141	 0.93077	  1.8007	-0.42964	-0.90821	-0.40285	 -1.6105	  0.1504	 0.60245	 0.25872	-0.67803	  0.4769	-0.46553	 -0.8132
Gm10791	-0.60034	 -1.0735	 -1.0735	-0.38294	 0.13205	-0.30015	  1.2446	  1.2651	  2.3932	 0.20929	  1.6011	 0.32471	-0.57988	 -1.0735	 -1.0735	 -1.0735	 0.59639	 -1.0735	-0.53804	-0.18334	 0.82083	 0.43856
Fgfr1op	-0.10979	0.087992	-0.79421	0.009792	-0.56708	-0.53227	 0.47392	  1.2003	  2.2292	  1.0894	  2.0554	 -1.3689	 -1.6132	 0.70811	-0.44917	-0.90849	-0.26879	 -0.4662	-0.20212	 0.66964	-0.35597	-0.88765
Lrrc19	 -0.54865	-0.032234	 -0.45927	  0.39368	  -1.1116	   0.1758	 -0.31895	  0.20065	   1.5132	    1.347	   3.0188	 -0.19963	  -1.1116	 0.090955	  -1.1116	  -1.1116	  -1.1116	-0.091362	  0.28433	  0.67383	-0.083338	 -0.40687
Aif1l	 -0.5723	-0.72523	 -0.7038	-0.54555	0.013114	 0.93978	-0.34154	-0.55183	-0.30347	  2.4773	  2.5877	  -1.323	-0.64254	-0.41971	 0.15108	-0.25042	-0.52284	-0.48522	 0.71112	 0.83375	 0.52101	-0.84738
Slc6a11	-0.54394	-0.54394	 0.10581	-0.54394	-0.54394	  2.7188	 0.41913	-0.54394	-0.54394	  1.7372	  2.2906	-0.54394	0.041028	-0.54394	-0.54394	-0.54394	-0.54394	-0.54394	  0.8465	-0.54394	-0.54394	-0.54394
Pafah2	  -0.3051	-0.062499	 0.081303	  0.41891	  0.57261	   1.6262	  0.64114	  -0.0299	 -0.83831	  0.37986	   2.1933	  -1.8247	 -0.84695	  -1.6566	  -1.2324	-0.052141	 -0.40748	 -0.52728	   1.0166	   1.2321	  0.19712	 -0.57581
Fam171a1	 -0.40833	 -0.26058	 -0.93963	  0.45297	-0.036524	   2.5494	 -0.77756	  0.28081	 -0.57004	   1.0841	  0.68376	 -0.40983	 -0.20243	 -0.30412	 -0.09008	 -0.54609	   -1.693	   -1.693	   1.3964	   1.4891	 0.089854	-0.095171
Slc38a11	  0.25776	 -0.85531	 -0.85531	 -0.27142	   1.4162	   2.4998	  0.69464	 -0.85531	 -0.85531	   2.1042	 -0.85531	 -0.85531	-0.027919	0.0035593	-0.040091	 -0.85531	 -0.85531	 -0.85531	  0.98418	  -0.1005	  0.32753	 -0.15011
Acad10	   0.1779	    0.293	   1.6523	  0.61621	  -1.9777	 0.048959	  0.52166	-0.083532	  0.15381	 -0.74326	   2.5148	 -0.60114	 -0.05031	  -1.4582	 -0.80359	   1.2295	  0.78953	 -0.06459	  -0.2205	 -0.78619	  -0.6631	 -0.54556
Fam227a	   1.1707	  0.12005	   1.0843	 -0.66759	  -2.0632	   1.3423	   1.6417	  0.56674	  0.42995	 -0.85735	   1.7662	 -0.16529	 -0.19322	  -1.2674	   0.1709	  -1.0045	  -1.1603	  0.47398	 -0.54635	-0.072814	  -0.3734	  -0.3954
Fgf1	 0.38017	  1.2592	-0.22206	 -1.3516	 -1.3516	  1.3964	  1.3009	  0.6088	 0.55813	 0.30995	  2.3311	-0.22865	 -1.3516	-0.40042	-0.25384	-0.89419	-0.27507	 0.11185	 0.53072	 -1.3516	-0.53828	 -0.5683
Mtcl1	-0.12554	  1.3428	  1.6188	 -1.0959	 -1.0959	 0.34746	 0.90741	 0.51012	 0.35283	  1.1099	  1.8681	-0.30238	 -1.0959	 -1.0959	 0.12006	 -1.0959	 -1.0959	 0.42335	 0.76662	-0.17271	 -1.0959	 -1.0959
Nupr1	  1.0731	  1.0798	-0.11654	  -1.401	  1.3143	 0.47691	  1.4426	 0.57155	  1.0401	-0.44797	 0.47766	 0.52336	0.065723	 0.29184	 0.13761	-0.38299	-0.23876	 -2.2738	-0.78167	-0.20299	 -2.0013	-0.64764
Bmp4	   1.6232	   1.8571	   1.0054	  0.94801	 -0.15547	  0.95765	-0.066273	  0.38516	 -0.77996	  0.87934	 -0.44812	  -2.1728	 -0.08262	 -0.22643	 -0.13122	  -1.7857	 -0.84271	     0.59	 -0.24647	  0.16966	 -0.50936	 -0.96844
Slc22a5	  0.60308	   1.0471	  0.68913	   0.7936	  0.18895	 -0.17118	  0.69396	   1.4794	-0.062869	   1.4109	   1.1824	  -1.2452	 -0.59366	  0.10496	 -0.34197	  -2.0746	 -0.24413	0.0096593	  -2.0552	  0.22117	  -1.2065	 -0.42908
Ednrb	 0.27737	  2.6477	 0.77159	 0.26816	 -1.0053	-0.33878	 0.57627	  1.8197	 0.98414	 0.50117	 0.21283	 -1.1978	-0.59358	-0.81428	-0.37263	-0.96612	-0.34899	 0.11672	 -0.1219	   0.048	-0.73183	 -1.7324
Itga8	   -1.1918	    2.1577	 -0.044527	   0.70054	   -1.1918	   0.41651	  -0.52879	    1.8109	 -0.063282	    1.4465	    1.2675	   -0.0511	   -1.1918	  -0.77364	  -0.16789	   -1.1918	  -0.71668	  -0.01019	   0.39466	   0.12236	-0.0013315	   -1.1918
Irs1	-0.051248	   1.8016	   1.7829	   1.6798	  -1.1378	 -0.28695	  0.36535	  0.85438	 -0.58179	   1.3304	  -1.1378	  0.19924	 -0.66577	 -0.29685	  -1.1378	  -1.1378	 -0.18484	  -1.1378	 0.085417	  0.40255	  0.39264	  -1.1378
Dysf	0.012951	  2.7169	 0.32682	 0.76987	-0.26914	  1.0591	 -1.2106	  1.4818	  0.1316	 0.19074	 -1.2106	 -1.2106	-0.63055	 -0.1772	-0.22928	 -1.2106	 -1.2106	-0.49323	  1.0059	-0.46557	 0.31409	 0.30819
Wnt4	 0.19312	  2.3495	 0.32445	-0.97001	 -0.3687	   1.386	 0.48041	  1.5024	 0.66523	 0.41192	 -1.0696	   -1.14	-0.96483	-0.34373	 -0.2158	-0.65562	 -1.7763	-0.22317	 0.90095	 0.69953	-0.76715	-0.41853
Greb1	-0.030089	    3.516	  0.07436	 -0.68792	 -0.68792	  0.93144	  0.44194	   1.3092	  0.12046	 -0.68792	 -0.68792	 -0.68792	 -0.68792	 0.024708	 -0.68792	 -0.68792	 -0.68792	  0.16081	 -0.68792	 -0.68792	  0.29765	  0.72064
Pcdh12	 -0.12869	   2.0266	 -0.81006	 -0.81006	  0.42252	   1.7316	 -0.12887	    1.581	 -0.81006	   1.1061	 -0.81006	 -0.81006	 -0.81006	 -0.81006	 -0.81006	 -0.81006	 -0.81006	   1.4204	  0.12844	  0.83688	-0.085248	 -0.81006
1110032F04Rik	   -0.7268	-0.0023895	   -0.7268	   -0.7268	   -0.7268	   0.63034	   -0.7268	   -0.7268	   -0.7268	   -0.7268	   -0.7268	   0.90696	     1.129	    1.9789	   0.99145	   -0.7268	     2.372	   0.91219	   0.52988	   -0.7268	   -0.7268	   -0.7268
5730457N03Rik	 -0.76771	 -0.76771	 -0.76771	 -0.76771	 -0.29487	 -0.76771	-0.092022	 -0.76771	 -0.17801	 -0.76771	 -0.76771	  0.32026	   1.1194	   3.0726	    1.145	   0.2057	   1.5278	  0.44641	  0.52959	  -0.1247	 -0.76771	 -0.76771
5730460C07Rik	 -0.87611	 -0.87611	 -0.87611	 -0.87611	 -0.87611	 -0.11171	-0.072521	 -0.87611	 -0.87611	 -0.87611	 -0.87611	  0.56322	 -0.28072	    1.165	   1.7188	   1.2744	   2.3955	  0.56783	  0.23102	  0.62132	  0.68887	 -0.87611
Mdh1	  -1.094	-0.70351	-0.48688	 -1.0454	 -1.6641	 0.79998	-0.32725	 -1.0619	-0.33499	-0.68734	 -1.3812	 0.88213	 0.45342	  1.2648	  1.7192	 0.69191	  1.3125	 0.42168	  1.3311	0.016756	 0.70325	-0.81026
Gm5779	 -0.61491	  -1.1811	  -1.1811	  -1.1811	  0.35539	 -0.64288	  -1.1811	 -0.51003	0.0094207	  -1.1811	 -0.45691	  0.37532	 -0.59044	   1.8669	   1.1888	   0.6721	   1.8174	  0.67971	   1.5091	  0.61456	  -0.5785	   0.2103
Rtn3	 -0.28683	   -1.361	 -0.85499	  -1.5622	-0.089257	  0.95793	  -1.1953	  -1.1436	 -0.62726	   -1.151	  -1.0607	  0.64797	  0.39878	  0.90523	   1.0018	   1.2276	   1.8336	  0.12152	   1.3453	  0.41033	  0.30467	  0.17733
Itga2	-0.013869	  0.37901	  -1.0443	 -0.19443	 -0.55838	 -0.17025	  -1.3687	 -0.41524	  -1.0098	  -1.7846	  -1.1739	 -0.44589	 -0.74178	   2.1015	   1.7399	   0.7454	   1.0076	  0.30946	  0.47097	  0.64502	  0.53475	  0.98765
Khdc1a	-0.50464	 -1.0294	-0.12268	 -1.0294	-0.79442	-0.30324	-0.79099	 -1.0294	 -1.0294	 -1.0294	 -1.0294	-0.06373	-0.48269	  1.8967	  1.9014	  1.1264	  1.5221	 0.54914	 0.67993	 0.39137	 0.14722	  1.0245
Adamts7	 -0.3632	 0.11596	-0.64384	-0.70519	 0.48097	-0.28168	-0.72365	 0.39522	 -1.2253	 -1.2253	 -1.2253	 0.74126	-0.70182	  2.1722	  1.1785	 -0.3401	  2.2497	 -1.2253	  0.1313	 0.68844	 0.23968	 0.26766
1500012F01Rik	 -1.0857	-0.57232	 -1.5231	0.098095	 0.26285	 0.40713	 -1.4142	-0.58035	  -1.272	 -1.0964	 -1.3146	 0.60126	  1.3386	  1.3702	 0.98159	 0.24775	 0.90607	  1.1094	 -0.4218	  1.0877	  1.2088	-0.33886
Lsm6	 -1.4772	-0.32405	  -1.345	 0.91259	-0.37769	 0.35305	 -1.5537	-0.69065	 -1.2638	-0.49531	-0.57966	-0.60234	  1.2776	 0.16795	  1.1745	 0.71306	  0.8082	     1.1	 0.90139	  1.3102	  1.0978	  -1.107
1700025G04Rik	  -1.8143	 -0.41526	  -1.7196	  0.21038	 0.012465	  0.45592	   -1.259	  -0.1163	 -0.98322	  -0.5982	  -1.2515	  0.87133	  0.32428	   1.6083	   1.6559	 -0.70165	-0.057408	  0.74123	  0.51266	  0.53092	  0.81088	    1.182
